shift_hour,Amplitude_Column1,Amplitude_Column2,Amplitude_Column3,StdDev_Column1,StdDev_Column2,StdDev_Column3
-12,6.105911140581821,6.196971663758685,1.0232882980020612,1.6235766216507528,1.5334333807900937,0.34048754857299285
-11,6.1820313188040785,6.338762078696391,1.3479522396011356,1.7702698468140092,1.6784614638065645,0.3328479274062221
-10,6.204364533887624,6.427278693938076,1.3578482885267933,1.9330544599457862,1.8433135898075268,0.3195401769738391
-9,6.218767690566075,6.458866287128407,1.3375214879998607,2.041876937990758,1.9623142629154582,0.30630796925840026
-8,6.252218744931758,6.468096930399307,1.0928845856758143,2.1113785901779805,2.0455865700759186,0.2933780996321152
-7,6.301010664150503,6.542862887437128,1.1327607350912396,2.1517470728691888,2.106016184501897,0.2812819484549399
-6,6.247251415168945,6.526770618408365,0.880231841588865,2.172939426936808,2.150972159167511,0.27097142722375706
-5,6.314621949735374,6.491451295704252,0.8603177818975656,2.1787900781457625,2.1788782875011945,0.2642390210893131
-4,6.302635058255049,6.474958759867226,0.8374158290291884,2.1729042471992663,2.1930075147545836,0.2607465546069207
-3,6.243208567397695,6.467027912438585,0.8119343479088724,2.1536909906506683,2.196570645520998,0.26183558735586054
-2,6.13749730878952,6.52972059340404,0.7913208910968397,2.1217323828584975,2.188986024068447,0.2670028461586686
-1,6.007305266522328,6.417874635453182,0.7826792463537986,2.0784951119254362,2.166133084994766,0.27566495389933954
0,5.848354438768919,6.268942889203619,0.7801160986307654,2.021785461031549,2.1282168536527344,0.2873616134724297
1,5.776201307299509,6.169988945690351,0.8616652417383746,1.9504157555631165,2.073854109366814,0.3003649748985068
2,5.638773957474285,6.06695830837336,0.9588548730142734,1.8626733160269389,1.9979599965432155,0.31348698766752664
3,5.478670694733289,5.917867517345588,0.9903928392555414,1.7548465738844554,1.8985384696653347,0.3260093309783743
4,5.383388315668222,5.844581264881356,1.0638259670269283,1.6262541618057051,1.7743843118861142,0.336265994516715
5,5.367826084765913,5.792132315071355,1.092186747963761,1.482870396318503,1.6266529757100148,0.3436505994088313
6,5.33013599037962,5.730009859027247,1.0743245386445164,1.343784116926628,1.4740923304428448,0.3490252476228431
7,5.517362286579338,5.726768286267527,1.1116323543399744,1.2485936910246958,1.3569844895262333,0.3517795669713419
8,5.789761503506394,6.016953988754079,1.1100936455447687,1.3320015270831362,1.399728215048901,0.34972341333910356
9,5.907437304862377,6.003031375774709,1.1263434262419887,1.2448320058570153,1.2832125999500303,0.3523948073317536
10,5.823734028546214,5.854023498680457,1.169039831435601,1.2263614829608565,1.2316104641886239,0.3538849424568452
11,5.969743503230239,6.012102963233692,1.2083359297299126,1.3620923486660705,1.3226869036694,0.3508843065309718
12,6.105911140581577,6.196971663759155,1.0232882978253093,1.6236871340105994,1.5335380221846795,0.34047883207271235
