shift_hour,Amplitude_Column1,Amplitude_Column2,Amplitude_Column3,StdDev_Column1,StdDev_Column2,StdDev_Column3
-12,6.4202976007571095,5.518824110201351,239.81713965617507,0.49309312962404744,0.2648065525182756,40.760514389422795
-11,8.78517574539211,7.417084452447156,250.73666846443905,0.6569014887902382,0.4100620631702517,46.7013128780953
-10,8.036772983441764,5.888364890609793,245.76989925717896,0.6559088022111643,0.42563270620276683,46.84058359559843
-9,8.545955962129327,6.80313976162067,247.04903620730897,1.0628844850188865,0.8958409845703624,62.45212376484081
-8,6.392120122077657,6.711248399401697,2.2582822869973,2.1230905960119597,2.075433259230533,0.4366671770017606
-7,6.431479388713399,6.684973115782739,1.7354707029139431,2.1785543838020414,2.1314152634918533,0.356412883500171
-6,6.533362974439385,6.804900325242187,3.0115046565892527,2.215637194855996,2.1937421823073806,0.5458731684781979
-5,6.594095066129739,6.7551378559472255,2.1137274250397695,2.24827577333807,2.2393999370333013,0.4361240990096482
-4,9.797417285994655,5.25414252864266,179.06057772474782,0.9522195197437167,0.4616452801798143,22.37835391695232
-3,6.4896121441839085,6.75294854117945,2.134581229715664,2.2449899658759893,2.280562036817742,0.4028811018529131
-2,10.662449115270292,5.207110041460297,165.22048705740053,0.9768497705977867,0.43291918647871497,21.521076049124108
-1,6.406716955934712,6.706884498490552,1.429298751639351,2.1996717375987562,2.272793395504067,0.27180296593290654
0,6.245578764950125,6.646235319673494,3.3959938806614645,2.1421647059353273,2.234479642575157,0.3727454406898111
1,8.354570294138966,6.7905462944612935,240.4818504279796,1.3306002344591126,1.2329256984359291,69.5050360248946
2,8.01947705939476,6.754884355994548,243.57597896696538,0.9615520070388159,0.8267817769387404,59.66300127731928
3,7.940537715480829,6.48542391215922,245.2358551437386,0.802189631346538,0.6435706199484436,53.24495873372311
4,7.959338234988593,5.2527922268756555,248.8692391589966,0.5637003404871187,0.30159640707337854,43.08437519135622
5,8.76126182991679,5.693600157480361,248.09311486653064,0.5781161492706048,0.29446187558203807,42.34278296214053
6,10.111805625584537,7.075135913993023,227.38768072656518,0.5514116445595993,0.3457211914807516,38.33580991744368
7,14.843451143378672,11.97085940849118,231.64156632046956,0.6772387876662161,0.6337714993125844,37.917724268622095
8,13.603685349381578,9.42106206896463,229.3460150549621,0.5855985734359778,0.4623807152595673,37.54408625653834
9,11.75132709649759,11.191216727270984,233.1800583384713,0.5885977453649958,0.5612612712876244,37.59419072542918
10,18.200324118090005,16.947456212829678,224.57823748632006,0.770601096318116,0.9604612845175773,35.80093391396572
11,13.838682539825555,12.953764155753332,225.64674255733814,0.6315712295575034,0.6628291424915059,37.140260714891106
12,6.512884015679048,5.534022588907063,239.7326903100312,0.4928064965547399,0.265907566784224,40.74302710914026
