shift_hour,Amplitude_Column1,Amplitude_Column2,Amplitude_Column3,StdDev_Column1,StdDev_Column2,StdDev_Column3
-12,6.195875856388654,6.442685503901222,1.047088400513207,1.6351246892941624,1.5464304571074594,0.33935236510858097
-11,6.182031318804054,6.338295048582891,1.3479522396010832,1.7614513953453963,1.668347579877448,0.33340235359624765
-10,6.205812036870083,6.4456086934609225,1.3578482885267604,1.9331940588760694,1.845911269625956,0.3188305722465335
-9,6.208728529344132,6.458865924431394,1.3377162796193227,2.0335761156335725,1.9540862863445765,0.30735812824781755
-8,6.213465185544786,6.464594855560593,1.092884585676365,2.1056178745240337,2.0447672309274343,0.2934480656450547
-7,6.283324878402599,6.465970932589817,1.1306848034080335,2.1478535404070453,2.0996691560558745,0.2823039088454978
-6,6.223912902895512,6.466983262107953,1.0233808190103666,2.1658586186439353,2.1452636657614508,0.27196658492800113
-5,6.314621949735339,6.4693195412352145,0.9103695780731401,2.178541911550932,2.1754451266408545,0.26512863193984215
-4,6.2889546543125245,6.471384262258141,0.9959402939924605,2.162140926278435,2.185893585813452,0.26275724749237184
-3,6.2327494047161505,6.4648477110224345,0.848145226013944,2.153545274521746,2.1957468151172326,0.26223931066975736
-2,6.122256488018328,6.428121774863397,0.9901181336074734,2.109520049292736,2.1787774275152785,0.26923973176142757
-1,6.229807764714908,6.459374803419895,0.8420911944178222,2.0825052736932315,2.1651597099856414,0.2754439343328803
0,5.738513960150529,6.139398055974201,1.0539902087831088,2.0110126126913985,2.1164354861370986,0.28921393354662533
1,6.1862195617134725,6.453608842707625,0.8616635273404945,1.9572804461864066,2.0771531277082644,0.29937460372682284
2,5.554880817292677,6.023755870080022,1.0007060060814137,1.8497588569026697,1.9868087044408331,0.31454371023132455
3,5.895739938029736,6.279380867605131,0.9903928392555423,1.7642632086428385,1.9058192935093496,0.32475377478098555
4,5.685819104059611,6.159438359110663,1.0638259670269132,1.6212615634141339,1.766528413189083,0.3361423844863013
5,5.704335843916822,5.989164937411857,1.092186747950735,1.4969171086498627,1.636782464952452,0.34276490268488563
6,5.7738149084720245,6.003895901607729,1.1041590295393506,1.349404538480339,1.4762859139316622,0.34856294368477714
7,5.802933031078325,5.856716117275837,1.1333487529868833,1.2798090700677058,1.384288376922937,0.35059489265782967
8,5.982110589986932,6.066546081665042,1.1179345736269228,1.341047666720684,1.406343705518021,0.3493533245885851
9,6.07369064331709,6.194363999623279,1.107534726762884,1.2708666686898036,1.3092367221497707,0.35080356221495357
10,6.1737013533444784,6.353659476952323,1.1690398314431558,1.2433888756769453,1.2479641484180197,0.3530426894001585
11,6.137439711552626,6.240810336580671,1.2083359297178262,1.3675541331136938,1.330037111251106,0.3503818097393705
12,6.195393512189138,6.441033248425431,1.0469770395741822,1.634996698449736,1.5462920451650144,0.3393640901299378
