shift_hour,Amplitude_Column1,Amplitude_Column2,Amplitude_Column3,StdDev_Column1,StdDev_Column2,StdDev_Column3
-12,8.333504370063775,13.537987438522322,16.420898125321855,1.9043356473265052,1.9540975760206163,0.8245139753647774
-11,8.91413288765872,16.3288675092532,19.637929067631262,1.9061720842616576,1.9825615139967894,0.921570130506513
-10,8.31871109747658,14.170242385207388,14.943747144835129,1.934502676087297,1.8834436030503643,0.5033207060091117
-9,6.34610931686786,6.654695591012086,1.117521085979888,2.048695897114049,1.9699786542746107,0.35334782017078664
-8,6.348120867871717,6.686250263673315,1.087304510005879,2.1286976725809934,2.0643034160482774,0.3538328875752815
-7,6.43699363428245,6.694872304129859,1.1506088020751122,2.184984274410294,2.1405525878353138,0.35202087787310504
-6,6.362573937975215,6.6958702926465605,1.079186127940602,2.218095025676157,2.196907018176997,0.35283886394106617
-5,6.536840068086816,6.69886080814004,1.1527768516800734,2.2385494090099796,2.2364596680070017,0.3526565770234449
-4,6.5129596773124945,6.703028725974917,1.1113128269869321,2.2403474294794496,2.262252823421321,0.35234153251015204
-3,6.448777490146316,6.706910427026514,1.0656361043818379,2.229317050672137,2.2752813025135916,0.35197623446576
-2,6.339679281632009,6.691423563788476,1.0255109795632507,2.20423223012269,2.2720533583428475,0.35064201759030467
-1,6.1920690478320495,6.615635686423786,1.0098419735687685,2.1651982154450953,2.2581151768084915,0.35066470092890906
0,5.97854240003991,6.466387658162773,0.9946510817327407,2.113068752647251,2.2261350174679166,0.350768786095805
1,5.889729642172377,6.378668568086184,1.0217286390284244,2.044135893562338,2.1729818427193495,0.35136851710747286
2,5.7984295087172235,6.288882175011352,1.0494240870184512,1.952504274780467,2.0960691582095947,0.35187662764059996
3,5.676110191361268,6.16062693938629,1.0487481630980255,1.8334749097354988,1.9848207022232638,0.35252275712637404
4,5.531577935916488,6.027552683764526,1.0567707210018398,1.6878732155825107,1.8421887033909785,0.3533230849783762
5,8.666251894345645,15.030688555859854,15.700608012489283,1.62269246233453,1.8046087693924864,0.6128165027260606
6,10.519782027630587,15.172206179936325,16.587287431493674,1.8509536185873583,2.1297975646372387,1.0755612033315838
7,8.924943035345503,15.046947400032565,16.02269282158613,1.8476360235754525,2.1321860082195885,1.2595763553331232
8,8.651634423549368,15.560995130807637,16.702006505614918,1.8590120449458296,2.1357061316193016,1.31975661431016
9,9.684354222689276,15.596930053955532,18.898463932568006,1.9361479668072286,2.1940608780161788,1.3447170377035484
10,8.838783432388112,14.45871939593576,17.947828177168276,1.8518840127961556,2.0784131109169,1.210020512893542
11,9.791465484509523,15.856382450623872,18.439129914475416,1.9139490393426843,2.144409500029759,1.254280006344383
12,9.198642913821256,15.70280441298516,17.63148095286249,1.9254278452609226,2.058531162286815,1.032563787457794
