-5.179176485935442997e+00,8.146085532186665645e+00,2.750990518664125251e+00
-4.858762830181348136e+00,8.512176639071517670e+00,2.640180801026574375e+00
-4.540452968342137297e+00,8.879682603968026555e+00,2.508708204989730906e+00
-4.225251303982815898e+00,9.243505386231325005e+00,2.363782992161319374e+00
-3.913541001355412163e+00,9.601262065055626849e+00,2.210237998664112968e+00
-3.605353507160415916e+00,9.951129974139197643e+00,2.051767610068751413e+00
-3.300419073148162852e+00,1.029072014407682012e+01,1.891430741536865856e+00
-2.998098723061190185e+00,1.061620691647151737e+01,1.731918025996421751e+00
-2.697254579784441830e+00,1.092140914094925641e+01,1.575710468416005927e+00
-2.396121549519222071e+00,1.119687123746418500e+01,1.424945433091992175e+00
-2.092317087112547824e+00,1.142939431976355102e+01,1.280447103506205497e+00
-1.783185490518988559e+00,1.160297659875623388e+01,1.138943071123762696e+00
-1.466456890256068846e+00,1.170222232231320980e+01,9.876436098805219110e-01
-1.140575336418351071e+00,1.171767011177313655e+01,7.985144190468393965e-01
-8.040459725822161063e-01,1.164951173954539421e+01,5.320113305839844209e-01
-4.549544329872078352e-01,1.150772004145087202e+01,1.602754269778050855e-01
-9.272187249325736236e-02,1.131333614958429301e+01,-3.022439148332547454e-01
2.795453238777553251e-01,1.109982266503202730e+01,-7.945604686335197009e-01
6.572277830222076345e-01,1.089873221066658537e+01,-1.247663176704022714e+00
1.038255800968357789e+00,1.071350329925936329e+01,-1.630758342871856836e+00
1.422114453507191456e+00,1.051567861190709685e+01,-1.957392785185234185e+00
1.807901229747017169e+00,1.026953745851138500e+01,-2.257562109819800877e+00
2.194374501488582041e+00,9.957327872565391758e+00,-2.551386499106129246e+00
2.580042429705258655e+00,9.584812325866485239e+00,-2.844373518178840765e+00
2.963358273531795817e+00,9.169779670327150356e+00,-3.136207745855031259e+00
3.343093695898986084e+00,8.729692854966677018e+00,-3.427287360174787079e+00
3.718394344812580243e+00,8.276809447712755841e+00,-3.719848885959847973e+00
4.088303424284291054e+00,7.818348089845746252e+00,-4.016540467972631312e+00
4.450147996306284881e+00,7.357568312567853930e+00,-4.317275506840316801e+00
4.794689692363618860e+00,6.893124135552629816e+00,-4.611744966811911262e+00
5.098539389664153987e+00,6.416139370102588835e+00,-4.867795286538423305e+00
5.342176112804423838e+00,5.919322196241656009e+00,-5.055200286750802796e+00
5.539958459427538173e+00,5.421177931438838193e+00,-5.197398550385073257e+00
5.715448512921980750e+00,4.919144128059930843e+00,-5.333147945494103759e+00
5.911526483250540309e+00,4.376920585655004636e+00,-5.505005618540123713e+00
6.118014252042016210e+00,3.781714846664035345e+00,-5.676813704585540243e+00
6.292667086966829970e+00,3.159594845871159574e+00,-5.771380921150679022e+00
6.432994309713166103e+00,2.551768931354336356e+00,-5.789864082908692033e+00
6.531204145312727860e+00,2.000694128858801601e+00,-5.735855030507521768e+00
6.572150610562147222e+00,1.552300909497480230e+00,-5.612191024127255012e+00
6.565007169138695531e+00,1.222696498794240139e+00,-5.455158679873405525e+00
6.535077757344950555e+00,9.886011781512896723e-01,-5.299996896950275094e+00
6.497000211553569216e+00,8.228103989766472059e-01,-5.146369314843084020e+00
6.455495580447475845e+00,7.072809486350498664e-01,-4.978152345149807978e+00
6.411867052389681021e+00,6.300770239921765770e-01,-4.781974199327819086e+00
6.366700416704432541e+00,5.824862665616213908e-01,-4.551849221458424744e+00
6.320502543254022498e+00,5.577786379394259475e-01,-4.288033081952064229e+00
6.273753428448941349e+00,5.506344631338796480e-01,-3.994985690725499250e+00
6.226868100732517064e+00,5.567869666649490901e-01,-3.679835712948985371e+00
6.180176498893573012e+00,5.727694910635440229e-01,-3.351417349180777716e+00
6.133926430232577331e+00,5.957449597062426383e-01,-3.019666357264966461e+00
6.088297863358704376e+00,6.234004810022687471e-01,-2.695177057349510630e+00
6.043418949021656772e+00,6.538848353345846354e-01,-2.388785650589440035e+00
5.999378623416191658e+00,6.857667055650912280e-01,-2.111104846360930321e+00
5.956234305232015913e+00,7.179971318808971992e-01,-1.871984688405759822e+00
5.914015580837471475e+00,7.498676510704077591e-01,-1.679913262444173494e+00
5.872725885765447629e+00,7.809626131005321659e-01,-1.541397289575157981e+00
5.832344306021226998e+00,8.111082358459972275e-01,-1.460377204112617289e+00
5.792829165410907422e+00,8.403218332780871824e-01,-1.437736884648372904e+00
